index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
20312,"[0, 40[", Private,225541,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20313,"[0, 40[", Private,203488,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,45,United-States,<=50K
20314,"[0, 40[", ?,296613,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,32,United-States,<=50K
20316,"[40, 80[", Local-gov,109705,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20317,"[40, 80[", Private,144947,Higher education,13,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
20322,"[0, 40[", Private,69311,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
20327,"[40, 80[", Private,35551,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
20329,"[40, 80[", Local-gov,193755,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20330,"[0, 40[", Private,315291,Higher education,13,Spouse not present,*, Other-relative,*,Female,0,0,40,United-States,<=50K
20331,"[0, 40[", Private,290504,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20335,"[40, 80[", Private,449354,Secondary education,9,Spouse present,*, Husband,*,Male,4386,0,45,United-States,>50K
20336,"[0, 40[", Private,187937,Higher education,13,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
20337,"[0, 40[", Never-worked,157131,Secondary education,7,Spouse not present,*, Own-child,*,Female,0,0,10,United-States,<=50K
20338,"[40, 80[", Local-gov,188772,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,30,United-States,<=50K
20340,"[40, 80[", Private,96099,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20341,"[0, 40[", Private,122322,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,60,United-States,<=50K
20343,"[40, 80[", Private,175925,Higher education,10,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
20345,"[0, 40[", Private,216647,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,30,United-States,<=50K
20348,"[0, 40[", Private,194723,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20350,"[0, 40[", Private,212506,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
20352,"[0, 40[", Self-emp-not-inc,29054,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
20353,"[40, 80[", Private,92733,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20354,"[0, 40[", State-gov,184678,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,35,United-States,<=50K
20357,"[0, 40[", Private,73715,Secondary education,7,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20361,"[0, 40[", Self-emp-inc,366662,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,50,United-States,<=50K
20364,"[40, 80[", Private,384248,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,50,United-States,<=50K
20365,"[40, 80[", Private,332703,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,625,40,United-States,<=50K
20367,"[0, 40[", Private,317809,Higher education,13,Spouse present,*, Husband,*,Male,4064,0,50,United-States,<=50K
20368,"[0, 40[", Local-gov,160910,Higher education,13,Spouse present,*, Husband,*,Male,7298,0,40,United-States,>50K
20369,"[40, 80[", Self-emp-inc,182629,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
20371,"[40, 80[", Private,410186,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20373,"[0, 40[", Private,205337,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20374,"[0, 40[", Self-emp-not-inc,100999,Secondary education,7,Spouse not present,*, Own-child,*,Female,0,0,30,United-States,<=50K
20375,"[40, 80[", Private,197462,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20377,"[40, 80[", Private,191978,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20378,"[0, 40[", Private,50178,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20380,"[0, 40[", Private,248512,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
20386,"[40, 80[", Private,154374,Higher education,14,Spouse present,*, Husband,*,Male,7688,0,40,United-States,>50K
20387,"[0, 40[", Private,132601,Higher education,13,Spouse present,*, Husband,*,Male,0,0,55,United-States,>50K
20391,"[0, 40[", Local-gov,251091,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20393,"[40, 80[", Federal-gov,35723,Higher education,14,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
20394,"[40, 80[", Private,358886,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20397,"[0, 40[", Private,30063,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,32,United-States,<=50K
20403,"[0, 40[", Private,164526,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20405,"[0, 40[", Private,244495,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,48,United-States,<=50K
20406,"[0, 40[", Private,199336,Higher education,11,Spouse not present,*, Unmarried,*,Male,0,0,50,United-States,<=50K
20408,"[40, 80[", Federal-gov,118701,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
20409,"[40, 80[", Private,219611,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20410,"[0, 40[", Private,184568,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
20413,"[40, 80[", Local-gov,68318,Higher education,14,Spouse not present,*, Own-child,*,Female,0,0,55,United-States,<=50K
20414,"[40, 80[", Private,56331,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20422,"[40, 80[", Self-emp-not-inc,296066,Higher education,10,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
20425,"[40, 80[", Private,306496,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20426,"[0, 40[", Private,210029,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,2001,37,United-States,<=50K
20428,"[0, 40[", Private,113936,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
20429,"[40, 80[", Self-emp-not-inc,316820,Higher education,10,Spouse present,*, Husband,*,Male,0,0,84,United-States,<=50K
20431,"[40, 80[", Self-emp-not-inc,95256,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,50,United-States,<=50K
20432,"[40, 80[", Private,127728,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20433,"[0, 40[", Private,66686,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20434,"[40, 80[", ?,207627,Secondary education,9,Spouse present,*, Husband,*,Male,2228,0,24,United-States,<=50K
20435,"[40, 80[", Self-emp-inc,199768,Secondary education,9,Spouse present,*, Husband,*,Male,0,1902,30,United-States,>50K
20437,"[0, 40[", Private,154297,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,24,United-States,<=50K
20438,"[0, 40[", Private,103064,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
20439,"[0, 40[", Private,93235,Secondary education,8,Spouse not present,*, Own-child,*,Female,0,1721,25,United-States,<=50K
20442,"[0, 40[", Private,167990,Higher education,15,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
20443,"[0, 40[", Private,378460,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,20,United-States,<=50K
20444,"[40, 80[", Private,151089,Higher education,14,Spouse present,*, Husband,*,Male,0,1887,60,United-States,>50K
20445,"[0, 40[", Private,153583,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
20447,"[0, 40[", Private,344480,Higher education,10,Spouse present,*, Husband,*,Male,0,0,65,United-States,<=50K
20449,"[0, 40[", Private,105938,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
20451,"[0, 40[", Private,379525,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,10,United-States,<=50K
20452,"[0, 40[", State-gov,177331,Higher education,10,Spouse present,*, Husband,*,Male,4386,0,40,United-States,>50K
20454,"[40, 80[", Federal-gov,27067,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20456,"[0, 40[", Self-emp-not-inc,36270,Secondary education,9,Spouse present,*, Husband,*,Male,0,1977,65,United-States,>50K
20457,"[40, 80[", Private,308608,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
20458,"[40, 80[", Self-emp-inc,213574,Secondary education,9,Spouse present,*, Husband,*,Male,2635,0,10,United-States,<=50K
20466,"[0, 40[", Private,109080,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,55,United-States,<=50K
20467,"[40, 80[", Private,104333,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20468,"[40, 80[", Private,195876,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20471,"[40, 80[", Private,442045,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20473,"[40, 80[", Federal-gov,114537,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20475,"[0, 40[", Private,274830,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,15,United-States,<=50K
20476,"[0, 40[", Private,321763,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,38,United-States,<=50K
20477,"[0, 40[", Private,213226,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,65,United-States,>50K
20478,"[0, 40[", Private,167787,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20481,"[0, 40[", Private,213412,Secondary education,7,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20484,"[40, 80[", Self-emp-not-inc,450544,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20486,"[40, 80[", Private,195258,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20489,"[40, 80[", Private,99064,Higher education,11,Spouse present,*, Husband,*,Male,5013,0,40,United-States,<=50K
20491,"[40, 80[", Self-emp-inc,155293,Higher education,13,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
20493,"[0, 40[", State-gov,216283,Higher education,13,Spouse present,*, Wife,*,Female,0,0,45,United-States,>50K
20495,"[0, 40[", Private,297380,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
20496,"[0, 40[", Private,425622,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,55,United-States,<=50K
20498,"[0, 40[", Private,115549,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,60,United-States,<=50K
20500,"[40, 80[", Self-emp-inc,142444,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,45,United-States,<=50K
20503,"[0, 40[", Private,38245,Higher education,10,Spouse present,*, Husband,*,Male,0,0,60,United-States,<=50K
20506,"[40, 80[", Private,170165,Secondary education,9,Spouse not present,*, Other-relative,*,Female,0,0,55,United-States,<=50K
20507,"[40, 80[", Private,355320,Higher education,13,Spouse present,*, Husband,*,Male,15024,0,40,United-States,>50K
20512,"[40, 80[", Private,151089,Higher education,13,Spouse present,*, Husband,*,Male,0,1902,50,United-States,>50K
20513,"[40, 80[", State-gov,285747,Higher education,14,Spouse present,*, Husband,*,Male,0,1977,60,United-States,>50K
20514,"[0, 40[", State-gov,108542,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20515,"[0, 40[", Self-emp-not-inc,212318,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,55,United-States,<=50K
20517,"[40, 80[", Private,26781,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20518,"[40, 80[", Private,31782,Secondary education,6,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
20523,"[0, 40[", Private,74500,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20525,"[0, 40[", Federal-gov,47707,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
20526,"[0, 40[", Private,231638,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
20529,"[0, 40[", Private,152307,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20530,"[0, 40[", ?,280134,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
20535,"[0, 40[", Local-gov,300681,Secondary education,9,Spouse present,*, Husband,*,Male,7298,0,35,United-States,>50K
20536,"[40, 80[", Local-gov,598995,Higher education,13,Spouse not present,*, Unmarried,*,Female,0,0,42,United-States,<=50K
20537,"[40, 80[", Federal-gov,140711,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20538,"[40, 80[", Local-gov,262241,Secondary education,9,Spouse present,*, Other-relative,*,Female,0,0,40,United-States,<=50K
20539,"[0, 40[", Private,308136,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
20541,"[40, 80[", Private,195635,Secondary education,9,Spouse present,*, Husband,*,Male,0,2051,38,United-States,<=50K
20542,"[0, 40[", Private,228406,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
20544,"[0, 40[", ?,305466,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,70,United-States,<=50K
20545,"[40, 80[", Self-emp-inc,175070,Higher education,15,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
20546,"[40, 80[", Self-emp-not-inc,34007,Higher education,13,Spouse present,*, Husband,*,Male,0,0,70,United-States,>50K
20547,"[0, 40[", Private,121195,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,50,United-States,<=50K
20550,"[0, 40[", Private,212936,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,15,United-States,<=50K
20551,"[0, 40[", ?,213055,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
20552,"[0, 40[", Local-gov,220430,Higher education,13,Spouse present,*, Husband,*,Male,0,0,70,United-States,>50K
20553,"[0, 40[", Federal-gov,73514,Higher education,13,Spouse not present,*, Other-relative,*,Female,0,0,45,United-States,<=50K
20554,"[0, 40[", Private,307371,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,15,United-States,<=50K
20556,"[0, 40[", Private,119992,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20562,"[40, 80[", Self-emp-not-inc,35034,Higher education,13,Spouse present,*, Husband,*,Male,0,0,21,United-States,<=50K
20564,"[0, 40[", State-gov,270218,Higher education,13,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
20566,"[40, 80[", Private,61751,Secondary education,9,Spouse present,*, Wife,*,Female,0,0,35,United-States,<=50K
20567,"[0, 40[", Private,137876,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,20,United-States,<=50K
20569,"[0, 40[", Private,222539,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20570,"[0, 40[", Private,233856,Secondary education,9,Spouse not present,*, Other-relative,*,Male,0,0,45,United-States,<=50K
20575,"[0, 40[", Private,186934,Higher education,10,Spouse present,*, Husband,*,Male,0,0,45,United-States,<=50K
20577,"[40, 80[", Local-gov,179580,Secondary education,9,Spouse present,*, Wife,*,Female,0,0,40,United-States,<=50K
20578,"[0, 40[", Private,26803,Higher education,10,Spouse present,*, Husband,*,Male,0,0,84,United-States,>50K
20579,"[40, 80[", Private,344624,Secondary education,9,Spouse present,*, Husband,*,Male,0,1902,50,United-States,>50K
20580,"[0, 40[", State-gov,59969,Secondary education,9,Spouse present,*, Other-relative,*,Female,0,0,35,United-States,<=50K
20584,"[40, 80[", Self-emp-not-inc,179285,Higher education,13,Spouse present,*, Husband,*,Male,0,0,30,United-States,<=50K
20585,"[40, 80[", Private,217161,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,14,United-States,<=50K
20587,"[0, 40[", Private,170336,Secondary education,9,Spouse present,*, Wife,*,Female,0,0,19,United-States,<=50K
20588,"[0, 40[", Local-gov,256529,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,80,United-States,<=50K
20590,"[0, 40[", Private,141706,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20592,"[40, 80[", Private,185407,Secondary education,9,Spouse present,*, Husband,*,Male,7688,0,40,United-States,>50K
20593,"[0, 40[", Self-emp-not-inc,176101,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,80,United-States,>50K
